bank_transaction_id,booking_date,value_date,amount,currency,transaction_type,payer_name,payer_reference,bank_description,scenario_type,is_reversal,original_bank_transaction_id
BTX-0001090,2025-04-06,2025-04-06,745.77,GBP,credit,Summit Trading,PAY INV-101349,Summit Trading PAY INV-101349,clean_reference,False,
BTX-0000836,2025-04-06,2025-04-06,500.0,GBP,credit,BrightPath Solutions,PAY INV-101024,BrightPath Solutions PAY INV-101024,clean_reference,False,
BTX-0001012,2025-04-06,2025-04-06,3035.7,GBP,credit,SUMMIT TRADING,C0012 101247,SUMMIT TRADING C0012 101247,clean_reference,False,
BTX-0000183,2025-04-06,2025-04-06,1200.0,GBP,credit,Vertex Group,,Vertex Group,missing_reference,False,
BTX-0001438,2025-04-06,2025-04-06,1200.0,GBP,credit,HARBOUR SOLUTIONS,C0023 101756,HARBOUR SOLUTIONS C0023 101756,clean_reference,False,
BTX-0000223,2025-04-06,2025-04-06,2610.93,GBP,credit,Summit Holdings,INV-100268,Summit Holdings INV-100268,clean_reference,False,
BTX-0000029,2025-04-06,2025-04-06,880.56,GBP,credit,Harbour Holdings,100033,Harbour Holdings 100033,truncated_reference,False,
BTX-0001239,2025-04-06,2025-04-06,399.0,GBP,credit,BlueRock Solutions,C0006 101514,BlueRock Solutions C0006 101514,clean_reference,False,
BTX-0000246,2025-04-06,2025-04-06,399.0,GBP,credit,BrightPath Services,,BrightPath Services,missing_reference,False,
BTX-0001491,2025-04-06,2025-04-06,750.0,GBP,credit,ACME HOLDINGS,C0015-INV-101818,ACME HOLDINGS C0015-INV-101818,clean_reference,False,
BTX-0000456,2025-04-06,2025-04-06,195.94,GBP,credit,Vertex Solutions,C0074 100555,Vertex Solutions C0074 100555,clean_reference,False,
BTX-0001552,2025-04-06,2025-04-06,4470.93,GBP,credit,Summit Retail,C0043 101898,Summit Retail C0043 101898,clean_reference,False,
BTX-0000586,2025-04-06,2025-04-06,3566.25,GBP,credit,Harbour Solutions,PAY INV-100727,Harbour Solutions PAY INV-100727,clean_reference,False,
BTX-0001727,2025-04-06,2025-04-06,216.11,GBP,unexpected_credit,ClearWater Group,ADVANCE PAYMENT,ClearWater Group ADVANCE PAYMENT,unexpected_receipt,False,
BTX-0000127,2025-04-06,2025-04-06,584.41,GBP,credit,ClearWater Services,C0008 100151,ClearWater Services C0008 100151,clean_reference,False,
BTX-0000594,2025-04-06,2025-04-06,1007.81,GBP,credit,ClearWater Solutions,C0070-INV-100739,ClearWater Solutions C0070-INV-100739,clean_reference,False,
BTX-0000007,2025-04-06,2025-04-06,1500.0,GBP,credit,CLEARWATER PARTNERS,C0050-INV-100008,CLEARWATER PARTNERS C0050-INV-100008,clean_reference,False,
BTX-0001330,2025-04-06,2025-04-06,1732.12,GBP,credit,IRONBRIDGE LIMITED,INV-101623,IRONBRIDGE LIMITED INV-101623,clean_reference,False,
BTX-0001182,2025-04-07,2025-04-07,476.65,GBP,credit,ClearWater Limited,PAY INV-101450,ClearWater Limited PAY INV-101450,clean_reference,False,
BTX-0001431,2025-04-07,2025-04-07,250.0,GBP,credit,IRONBRIDGE LIMITED,PAY INV-101749,IRONBRIDGE LIMITED PAY INV-101749,clean_reference,False,
BTX-0000466,2025-04-07,2025-04-07,53.38,GBP,credit,BlueRock Group,C0030-INV-100571,BlueRock Group C0030-INV-100571,clean_reference,False,
BTX-0001408,2025-04-07,2025-04-07,399.0,GBP,credit,Harbour Distribution,,Harbour Distribution,missing_reference,False,
BTX-0000397,2025-04-07,2025-04-07,2500.0,GBP,credit,Maple Services,,Maple Services,missing_reference,False,
BTX-0001315,2025-04-07,2025-04-07,2364.38,GBP,credit,BrightPath Ltd,C0060 101608,BrightPath Ltd C0060 101608,clean_reference,False,
BTX-0000198,2025-04-07,2025-04-07,150.65,GBP,credit,ClearWater Solutions,PAY INV-100234,ClearWater Solutions PAY INV-100234,clean_reference,False,
BTX-0001673,2025-04-07,2025-04-07,3966.52,GBP,unexpected_credit,Vertex Distribution,MISC C0069,Vertex Distribution MISC C0069,unexpected_receipt,False,
BTX-0000195,2025-04-07,2025-04-07,399.0,GBP,credit,Acme Group,INV-100231,Acme Group INV-100231,clean_reference,False,
BTX-0001134,2025-04-07,2025-04-07,250.0,GBP,credit,NORTHSTAR DISTRIBUTION,C0036-INV-101394,NORTHSTAR DISTRIBUTION C0036-INV-101394,clean_reference,False,
BTX-0001112,2025-04-07,2025-04-07,3263.44,GBP,credit,IronBridge Holdings,C0032 101371,IronBridge Holdings C0032 101371,clean_reference,False,
BTX-0001769,2025-04-07,2025-04-07,606.05,GBP,unexpected_credit,Acme Solutions,ON ACCOUNT,Acme Solutions ON ACCOUNT,unexpected_receipt,False,
BTX-0001135,2025-04-07,2025-04-07,1611.94,GBP,credit,Northstar Trading,PAY INV-101395,Northstar Trading PAY INV-101395,clean_reference,False,
BTX-0000480,2025-04-07,2025-04-07,3803.31,GBP,credit,CLEARWATER GROUP,C0013 100588,CLEARWATER GROUP C0013 100588,clean_reference,False,
BTX-0000458,2025-04-07,2025-04-07,351.85,GBP,credit,Redwood Holdings,PAY INV-100558,Redwood Holdings PAY INV-100558,clean_reference,False,
BTX-0001524,2025-04-07,2025-04-07,4859.12,GBP,credit,ClearWater Distribution,INV-101862,ClearWater Distribution INV-101862,clean_reference,False,
BTX-0001750,2025-04-07,2025-04-07,4790.32,GBP,unexpected_credit,Acme Ltd,,Acme Ltd,unexpected_receipt,False,
BTX-0001848,2025-04-07,2025-04-07,-399.0,GBP,reversal,IronBridge Distribution,REV 100920,REVERSAL BTX-0000747,reversal,True,BTX-0000747
BTX-0001824,2025-04-07,2025-04-07,2500.0,GBP,unexpected_credit,Unknown Sender,MISC,Unknown Sender MISC,unexpected_receipt,False,
BTX-0000251,2025-04-07,2025-04-07,4213.78,GBP,credit,MAPLE DISTRIBUTION,C0022-INV-100304,MAPLE DISTRIBUTION C0022-INV-100304,clean_reference,False,
BTX-0000699,2025-04-07,2025-04-07,1200.0,GBP,credit,HARBOUR GROUP,C0067-INV-100860,HARBOUR GROUP C0067-INV-100860,clean_reference,False,
BTX-0000992,2025-04-07,2025-04-07,3427.9,GBP,credit,Harbour Group,C0067-101225,Harbour Group C0067-101225,truncated_reference,False,
BTX-0000417,2025-04-07,2025-04-07,399.0,GBP,credit,Acme Partners,PAY INV-100502,Acme Partners PAY INV-100502,clean_reference,False,
BTX-0000700,2025-04-07,2025-04-07,999.0,GBP,credit,Acme Partners,INV-100861,Acme Partners INV-100861,clean_reference,False,
BTX-0001834,2025-04-08,2025-04-08,3573.62,GBP,unexpected_credit,Silverline Trading,C0057,Silverline Trading C0057,unexpected_receipt,False,
BTX-0001845,2025-04-08,2025-04-08,-2500.0,GBP,reversal,IRONBRIDGE DISTRIBUTION,REV C0045-INV-1010,REVERSAL BTX-0000877,reversal,True,BTX-0000877
BTX-0001693,2025-04-08,2025-04-08,2895.86,GBP,unexpected_credit,Harbour Group,,Harbour Group,unexpected_receipt,False,
BTX-0001486,2025-04-08,2025-04-08,399.0,GBP,credit,REDWOOD PARTNERS,,REDWOOD PARTNERS,missing_reference,False,
BTX-0001681,2025-04-08,2025-04-08,1200.0,GBP,unexpected_credit,Redwood Limited,MISC C0009,Redwood Limited MISC C0009,unexpected_receipt,False,
BTX-0001854,2025-04-08,2025-04-08,-291.14,GBP,reversal,Acme Ltd,REV PAY INV-101266,REVERSAL BTX-0001024,reversal,True,BTX-0001024
BTX-0001787,2025-04-08,2025-04-08,4852.27,GBP,unexpected_credit,IronBridge Ltd,ON ACCOUNT,IronBridge Ltd ON ACCOUNT,unexpected_receipt,False,
BTX-0001630,2025-04-08,2025-04-08,3933.94,GBP,credit,BrightPath Ltd,,BrightPath Ltd,missing_reference,False,
BTX-0001707,2025-04-08,2025-04-08,999.0,GBP,unexpected_credit,Acme Limited,MISC C0020,Acme Limited MISC C0020,unexpected_receipt,False,
BTX-0000006,2025-04-08,2025-04-08,1012.45,GBP,credit,VERTEX PARTNERS,PAY INV-100007,VERTEX PARTNERS PAY INV-100007,clean_reference,False,
BTX-0001435,2025-04-08,2025-04-08,250.0,GBP,credit,Vertex Solutions,C0074 101753,Vertex Solutions C0074 101753,clean_reference,False,
BTX-0000292,2025-04-08,2025-04-08,4354.62,GBP,credit,BrightPath Holdings,INV-100352,BrightPath Holdings INV-100352,clean_reference,False,
BTX-0000002,2025-04-08,2025-04-08,1645.13,GBP,credit,Acme Partners,INV-100002,Acme Partners INV-100002,clean_reference,False,
BTX-0000014,2025-04-08,2025-04-08,125.0,GBP,credit,Harbour Group,C0067 100015,Harbour Group C0067 100015,clean_reference,False,
BTX-0000017,2025-04-08,2025-04-08,2899.67,GBP,credit,Maple Solutions,C0075 100020,Maple Solutions C0075 100020,truncated_reference,False,
BTX-0000584,2025-04-08,2025-04-08,1500.0,GBP,credit,Redwood Partners,100725,Redwood Partners 100725,truncated_reference,False,
BTX-0000143,2025-04-08,2025-04-08,2238.12,GBP,credit,IRONBRIDGE LTD,100173,IRONBRIDGE LTD 100173,truncated_reference,False,
BTX-0000821,2025-04-08,2025-04-08,244.3,GBP,credit,IronBridge Holdings,C0032-INV-101009,IronBridge Holdings C0032-INV-101009,clean_reference,False,
BTX-0001171,2025-04-08,2025-04-08,2207.15,GBP,credit,Acme Partners,PAY INV-101435,Acme Partners PAY INV-101435,clean_reference,False,
BTX-0001393,2025-04-08,2025-04-08,1872.49,GBP,credit,IRONBRIDGE DISTRIBUTION,INV-1,IRONBRIDGE DISTRIBUTION INV-1,truncated_reference,False,
BTX-0001563,2025-04-08,2025-04-08,3754.0,GBP,credit,BrightPath Holdings,C0054-INV-101909,BrightPath Holdings C0054-INV-101909,clean_reference,False,
BTX-0000716,2025-04-08,2025-04-08,99.0,GBP,credit,Harbour Group,C0067 100881,Harbour Group C0067 100881,clean_reference,False,
BTX-0000659,2025-04-08,2025-04-08,3503.33,GBP,credit,Northstar Limited,PAY INV-100815,Northstar Limited PAY INV-100815,clean_reference,False,
BTX-0001609,2025-04-08,2025-04-08,4939.66,GBP,credit,Vertex Holdings,C0019-101962,Vertex Holdings C0019-101962,truncated_reference,False,
BTX-0001236,2025-04-08,2025-04-08,750.0,GBP,credit,BlueRock Distribution,101511,BlueRock Distribution 101511,truncated_reference,False,
BTX-0001370,2025-04-08,2025-04-08,999.0,GBP,credit,Maple Holdings,,Maple Holdings,missing_reference,False,
BTX-0001842,2025-04-08,2025-04-08,-99.0,GBP,reversal,Harbour Solutions,REV C0023-INV-1003,REVERSAL BTX-0000269,reversal,True,BTX-0000269
BTX-0001501,2025-04-08,2025-04-08,199.0,GBP,credit,BrightPath Holdings,C0054-INV-101830,BrightPath Holdings C0054-INV-101830,clean_reference,False,
BTX-0001416,2025-04-08,2025-04-08,1200.0,GBP,credit,BlueRock Distribution,PAY INV-101728,BlueRock Distribution PAY INV-101728,clean_reference,False,
BTX-0001307,2025-04-09,2025-04-09,999.0,GBP,credit,Vertex Services,C0055-INV-101596,Vertex Services C0055-INV-101596,clean_reference,False,
BTX-0000504,2025-04-09,2025-04-09,2645.22,GBP,credit,Silverline Holdings,C0040-IN,Silverline Holdings C0040-IN,truncated_reference,False,
BTX-0001213,2025-04-09,2025-04-09,1200.0,GBP,credit,Vertex Distribution,C0069-INV-101486,Vertex Distribution C0069-INV-101486,clean_reference,False,
BTX-0000657,2025-04-09,2025-04-09,500.0,GBP,credit,Silverline Retail,INV-100813,Silverline Retail INV-100813,clean_reference,False,
BTX-0001004,2025-04-09,2025-04-09,4741.56,GBP,credit,ACME DISTRIBUTION,PAY INV,ACME DISTRIBUTION PAY INV,truncated_reference,False,
BTX-0000901,2025-04-09,2025-04-09,3360.15,GBP,credit,IronBridge Holdings,C0032 101112,IronBridge Holdings C0032 101112,clean_reference,False,
BTX-0000128,2025-04-09,2025-04-09,2295.89,GBP,credit,BrightPath Ltd,,BrightPath Ltd,missing_reference,False,
BTX-0001638,2025-04-09,2025-04-09,2215.14,GBP,credit,Harbour Solutions,PAY INV-101998,Harbour Solutions PAY INV-101998,clean_reference,False,
BTX-0001526,2025-04-09,2025-04-09,149.0,GBP,credit,BlueRock Services,101864,BlueRock Services 101864,truncated_reference,False,
BTX-0000019,2025-04-09,2025-04-09,3036.1,GBP,credit,BrightPath Holdings,INV-100022,BrightPath Holdings INV-100022,clean_reference,False,
BTX-0001430,2025-04-09,2025-04-09,577.6,GBP,credit,REDWOOD RETAIL,PAY INV-101748,REDWOOD RETAIL PAY INV-101748,clean_reference,False,
BTX-0001229,2025-04-09,2025-04-09,2402.38,GBP,credit,Maple Trading,PAY INV-101503,Maple Trading PAY INV-101503,clean_reference,False,
BTX-0001006,2025-04-10,2025-04-10,4539.06,GBP,credit,Vertex Solutions,C0074-INV-101241,Vertex Solutions C0074-INV-101241,clean_reference,False,
BTX-0000444,2025-04-10,2025-04-10,4874.05,GBP,credit,Harbour Group,PAY INV-100537,Harbour Group PAY INV-100537,clean_reference,False,
BTX-0000280,2025-04-10,2025-04-10,1510.44,GBP,credit,Silverline Holdings,,Silverline Holdings,missing_reference,False,
BTX-0000510,2025-04-10,2025-04-10,99.0,GBP,credit,Northstar Trading,PAY INV-100633,Northstar Trading PAY INV-100633,clean_reference,False,
BTX-0000508,2025-04-10,2025-04-10,2990.52,GBP,credit,Northstar Holdings,C0016 100631,Northstar Holdings C0016 100631,clean_reference,False,
BTX-0001795,2025-04-10,2025-04-10,250.0,GBP,unexpected_credit,Acme Group,,Acme Group,unexpected_receipt,False,
BTX-0000497,2025-04-10,2025-04-10,1357.48,GBP,credit,BlueRock Partners,C0037-INV-100617,BlueRock Partners C0037-INV-100617,clean_reference,False,
BTX-0001246,2025-04-10,2025-04-10,2067.09,GBP,credit,BRIGHTPATH LTD,INV-101523,BRIGHTPATH LTD INV-101523,clean_reference,False,
BTX-0001781,2025-04-10,2025-04-10,1500.0,GBP,unexpected_credit,Legacy Payer,,Legacy Payer,unexpected_receipt,False,
BTX-0001626,2025-04-10,2025-04-10,1200.0,GBP,credit,CLEARWATER LIMITED,PAY 101983,CLEARWATER LIMITED PAY 101983,truncated_reference,False,
BTX-0000361,2025-04-10,2025-04-10,1144.11,GBP,credit,Acme Group,C0066-INV-100439,Acme Group C0066-INV-100439,clean_reference,False,
BTX-0000055,2025-04-10,2025-04-10,1521.9,GBP,credit,NORTHSTAR RETAIL,C0029-INV-100064,NORTHSTAR RETAIL C0029-INV-100064,clean_reference,False,
BTX-0001867,2025-04-10,2025-04-10,-199.0,GBP,reversal,BrightPath Distribution,REV INV-100371,REVERSAL BTX-0000307,reversal,True,BTX-0000307
BTX-0001627,2025-04-10,2025-04-10,4629.42,GBP,credit,Northstar Limited,PAY INV-101984,Northstar Limited PAY INV-101984,clean_reference,False,
BTX-0001055,2025-04-10,2025-04-10,716.31,GBP,credit,VERTEX RETAIL,INV-101305,VERTEX RETAIL INV-101305,clean_reference,False,
BTX-0000429,2025-04-10,2025-04-10,876.47,GBP,credit,Harbour Group,PAY INV-100517,Harbour Group PAY INV-100517,clean_reference,False,
BTX-0000855,2025-04-10,2025-04-10,4080.12,GBP,credit,MAPLE SERVICES,PAY INV-101050,MAPLE SERVICES PAY INV-101050,clean_reference,False,
BTX-0000416,2025-04-10,2025-04-10,4385.34,GBP,credit,BLUEROCK PARTNERS,,BLUEROCK PARTNERS,missing_reference,False,
BTX-0001352,2025-04-10,2025-04-10,1200.0,GBP,credit,BrightPath Ltd,PAY INV-101652,BrightPath Ltd PAY INV-101652,clean_reference,False,
BTX-0001459,2025-04-11,2025-04-11,750.0,GBP,credit,REDWOOD RETAIL,C0017-INV-101780,REDWOOD RETAIL C0017-INV-101780,clean_reference,False,
BTX-0001252,2025-04-11,2025-04-11,399.0,GBP,credit,ClearWater Limited,,ClearWater Limited,missing_reference,False,
BTX-0001250,2025-04-11,2025-04-11,52.69,GBP,credit,BrightPath LIMITED,C0060-INV-101529,BrightPath LIMITED C0060-INV-101529,clean_reference,False,
BTX-0001498,2025-04-11,2025-04-11,500.0,GBP,credit,IronBridge Services,C0024 101827,IronBridge Services C0024 101827,clean_reference,False,
BTX-0001519,2025-04-11,2025-04-11,199.0,GBP,credit,VERTEX GROUP,C0026-INV-101856,VERTEX GROUP C0026-INV-101856,clean_reference,False,
BTX-0000822,2025-04-11,2025-04-11,989.76,GBP,credit,ClearWater Partners,C0050 101010,ClearWater Partners C0050 101010,clean_reference,False,
BTX-0001860,2025-04-11,2025-04-11,-1512.39,GBP,reversal,Acme Limited,REV INV-100441,REVERSAL BTX-0000363,reversal,True,BTX-0000363
BTX-0001655,2025-04-11,2025-04-11,2249.44,GBP,unexpected_credit,Unknown Sender,TRANSFER,Unknown Sender TRANSFER,unexpected_receipt,False,
BTX-0001554,2025-04-11,2025-04-11,4063.06,GBP,credit,IronBridge LIMITED,PAY INV-101900,IronBridge LIMITED PAY INV-101900,clean_reference,False,
BTX-0000808,2025-04-11,2025-04-11,2627.55,GBP,credit,ClearWater Distribution,C0051 100988,ClearWater Distribution C0051 100988,clean_reference,False,
BTX-0000754,2025-04-11,2025-04-11,3308.53,GBP,credit,Acme Ltd,INV-100927,Acme Ltd INV-100927,clean_reference,False,
BTX-0000371,2025-04-11,2025-04-11,975.45,GBP,credit,Redwood Ltd,C0009-INV-100450,Redwood Ltd C0009-INV-100450,clean_reference,False,
BTX-0001025,2025-04-11,2025-04-11,199.0,GBP,credit,Redwood Holdings,C0038 101267,Redwood Holdings C0038 101267,clean_reference,False,
BTX-0000993,2025-04-11,2025-04-11,3241.19,GBP,credit,Redwood Retail,C0017 101226,Redwood Retail C0017 101226,clean_reference,False,
BTX-0000233,2025-04-11,2025-04-11,299.0,GBP,credit,Summit Holdings,C0041 100282,Summit Holdings C0041 100282,clean_reference,False,
BTX-0001155,2025-04-11,2025-04-11,817.6,GBP,credit,BrightPath LIMITED,INV-101419,BrightPath LIMITED INV-101419,clean_reference,False,
BTX-0001658,2025-04-11,2025-04-11,299.0,GBP,unexpected_credit,Harbour Group,ON ACCOUNT,Harbour Group ON ACCOUNT,unexpected_receipt,False,
BTX-0001800,2025-04-11,2025-04-11,3747.62,GBP,unexpected_credit,Third Party Receipt,TRANSFER,Third Party Receipt TRANSFER,unexpected_receipt,False,
BTX-0001272,2025-04-11,2025-04-11,265.15,GBP,credit,Harbour Group,PAY 101556,Harbour Group PAY 101556,truncated_reference,False,
BTX-0000589,2025-04-12,2025-04-12,2500.0,GBP,credit,Vertex Limited,C0007-INV-100731,Vertex Limited C0007-INV-100731,clean_reference,False,
BTX-0001071,2025-04-12,2025-04-12,150.99,GBP,credit,VERTEX SERVICES,INV-101324,VERTEX SERVICES INV-101324,clean_reference,False,
BTX-0000201,2025-04-12,2025-04-12,4160.4,GBP,credit,Silverline LIMITED,INV-100238,Silverline LIMITED INV-100238,clean_reference,False,
BTX-0000159,2025-04-12,2025-04-12,3158.35,GBP,credit,Acme Ltd,C0020 100189,Acme Ltd C0020 100189,clean_reference,False,
BTX-0001214,2025-04-12,2025-04-12,3700.69,GBP,credit,Vertex Solutions,INV-101487,Vertex Solutions INV-101487,clean_reference,False,
BTX-0000566,2025-04-12,2025-04-12,1213.25,GBP,credit,Northstar Retail,INV-100703,Northstar Retail INV-100703,clean_reference,False,
BTX-0000604,2025-04-12,2025-04-12,4743.65,GBP,credit,Redwood Holdings,,Redwood Holdings,missing_reference,False,
BTX-0000231,2025-04-12,2025-04-12,3227.44,GBP,credit,ACME DISTRIBUTION,,ACME DISTRIBUTION,missing_reference,False,
BTX-0001849,2025-04-12,2025-04-12,-750.0,GBP,reversal,Maple Holdings,REV C0049 101693,REVERSAL BTX-0001387,reversal,True,BTX-0001387
BTX-0001411,2025-04-12,2025-04-12,399.0,GBP,credit,IRONBRIDGE LTD,INV-101722,IRONBRIDGE LTD INV-101722,clean_reference,False,
BTX-0000277,2025-04-12,2025-04-12,1200.0,GBP,credit,Acme Solutions,INV-100336,Acme Solutions INV-100336,clean_reference,False,
BTX-0001790,2025-04-12,2025-04-12,399.0,GBP,unexpected_credit,Acme Distribution,ON ACCOUNT,Acme Distribution ON ACCOUNT,unexpected_receipt,False,
BTX-0000642,2025-04-12,2025-04-12,1200.0,GBP,credit,Northstar Trading,INV-100795,Northstar Trading INV-100795,clean_reference,False,
BTX-0001122,2025-04-12,2025-04-12,3647.2,GBP,credit,Acme Partners,PAY INV-101382,Acme Partners PAY INV-101382,clean_reference,False,
BTX-0000830,2025-04-12,2025-04-12,4877.2,GBP,credit,Harbour Ltd,C0011 101018,Harbour Ltd C0011 101018,clean_reference,False,
BTX-0001422,2025-04-12,2025-04-12,750.0,GBP,credit,BlueRock Distribution,INV-101739,BlueRock Distribution INV-101739,clean_reference,False,
BTX-0000268,2025-04-12,2025-04-12,234.63,GBP,credit,BlueRock Group,C0030-INV-100324,BlueRock Group C0030-INV-100324,clean_reference,False,
BTX-0000081,2025-04-13,2025-04-13,1961.09,GBP,credit,SUMMIT HOLDINGS,100098,SUMMIT HOLDINGS 100098,truncated_reference,False,
BTX-0001533,2025-04-13,2025-04-13,4698.13,GBP,credit,Redwood LIMITED,PAY INV-101874,Redwood LIMITED PAY INV-101874,clean_reference,False,
BTX-0001565,2025-04-13,2025-04-13,125.0,GBP,credit,Acme LIMITED,,Acme LIMITED,missing_reference,False,
BTX-0000273,2025-04-13,2025-04-13,125.0,GBP,credit,BrightPath Services,PAY INV-100329,BrightPath Services PAY INV-100329,clean_reference,False,
BTX-0001591,2025-04-13,2025-04-13,3274.4,GBP,credit,ClearWater Ltd,C0021 ,ClearWater Ltd C0021 ,truncated_reference,False,
BTX-0000313,2025-04-13,2025-04-13,500.0,GBP,credit,BrightPath Partners,,BrightPath Partners,missing_reference,False,
BTX-0000047,2025-04-13,2025-04-13,2774.42,GBP,credit,REDWOOD PARTNERS,100051,REDWOOD PARTNERS 100051,truncated_reference,False,
BTX-0000350,2025-04-13,2025-04-13,250.0,GBP,credit,Acme Trading,100427,Acme Trading 100427,truncated_reference,False,
BTX-0000513,2025-04-13,2025-04-13,3136.85,GBP,credit,Harbour Holdings,INV-100639,Harbour Holdings INV-100639,clean_reference,False,
BTX-0000451,2025-04-13,2025-04-13,518.89,GBP,credit,BlueRock Services,INV-100549,BlueRock Services INV-100549,clean_reference,False,
BTX-0001813,2025-04-13,2025-04-13,250.0,GBP,unexpected_credit,Acme Trading,,Acme Trading,unexpected_receipt,False,
BTX-0001142,2025-04-13,2025-04-13,125.0,GBP,credit,Maple Limited,101403,Maple Limited 101403,truncated_reference,False,
BTX-0000229,2025-04-13,2025-04-13,884.75,GBP,credit,Acme Solutions,C0039 100274,Acme Solutions C0039 100274,clean_reference,False,
BTX-0000237,2025-04-13,2025-04-13,2511.98,GBP,credit,BrightPath Solutions,INV-100287,BrightPath Solutions INV-100287,clean_reference,False,
BTX-0000160,2025-04-13,2025-04-13,4624.56,GBP,credit,BrightPath Ltd,C0060-INV-100190,BrightPath Ltd C0060-INV-100190,clean_reference,False,
BTX-0000724,2025-04-13,2025-04-13,3503.23,GBP,credit,IronBridge Ltd,C0035-INV-100889,IronBridge Ltd C0035-INV-100889,clean_reference,False,
BTX-0000031,2025-04-13,2025-04-13,2013.44,GBP,credit,Silverline Holdings,PAY INV-100035,Silverline Holdings PAY INV-100035,clean_reference,False,
BTX-0000494,2025-04-13,2025-04-13,250.0,GBP,credit,CLEARWATER PARTNERS,C0050-INV-100613,CLEARWATER PARTNERS C0050-INV-100613,clean_reference,False,
BTX-0000605,2025-04-13,2025-04-13,1093.37,GBP,credit,Maple Distribution,C0022 100754,Maple Distribution C0022 100754,clean_reference,False,
BTX-0000648,2025-04-13,2025-04-13,3615.27,GBP,credit,Northstar Holdings,C0016-100801,Northstar Holdings C0016-100801,truncated_reference,False,
BTX-0000796,2025-04-13,2025-04-13,3134.06,GBP,credit,ClearWater Solutions,C0070 100975,ClearWater Solutions C0070 100975,clean_reference,False,
BTX-0000332,2025-04-14,2025-04-14,299.0,GBP,credit,ClearWater Solutions,INV-100403,ClearWater Solutions INV-100403,clean_reference,False,
BTX-0000135,2025-04-14,2025-04-14,299.0,GBP,credit,BrightPath Distribution,INV-100161,BrightPath Distribution INV-100161,clean_reference,False,
BTX-0000752,2025-04-14,2025-04-14,1200.0,GBP,credit,Northstar Trading,INV-100925,Northstar Trading INV-100925,clean_reference,False,
BTX-0001571,2025-04-14,2025-04-14,399.0,GBP,credit,BrightPath Services,C0018-INV-101920,BrightPath Services C0018-INV-101920,clean_reference,False,
BTX-0001768,2025-04-14,2025-04-14,125.0,GBP,unexpected_credit,Misc Credit,MISC,Misc Credit MISC,unexpected_receipt,False,
BTX-0001126,2025-04-14,2025-04-14,2145.29,GBP,credit,ClearWater Distribution,INV-1,ClearWater Distribution INV-1,truncated_reference,False,
BTX-0000450,2025-04-14,2025-04-14,910.65,GBP,credit,Vertex Limited,C0007 100548,Vertex Limited C0007 100548,clean_reference,False,
BTX-0000617,2025-04-14,2025-04-14,4737.55,GBP,credit,MAPLE LIMITED,C0001 100768,MAPLE LIMITED C0001 100768,clean_reference,False,
BTX-0000936,2025-04-14,2025-04-14,299.0,GBP,credit,Vertex Distribution,PAY INV-101162,Vertex Distribution PAY INV-101162,clean_reference,False,
BTX-0001807,2025-04-14,2025-04-14,199.0,GBP,unexpected_credit,BlueRock Distribution,C0061,BlueRock Distribution C0061,unexpected_receipt,False,
BTX-0001633,2025-04-14,2025-04-14,2102.06,GBP,credit,BrightPath Holdings,C0054-INV-101993,BrightPath Holdings C0054-INV-101993,clean_reference,False,
BTX-0001726,2025-04-14,2025-04-14,1500.0,GBP,unexpected_credit,Unknown Sender,PAYMENT,Unknown Sender PAYMENT,unexpected_receipt,False,
BTX-0001334,2025-04-14,2025-04-14,1677.76,GBP,credit,Redwood Limited,PAY INV-101628,Redwood Limited PAY INV-101628,clean_reference,False,
BTX-0001816,2025-04-14,2025-04-14,412.71,GBP,unexpected_credit,BlueRock Ltd,ON ACCOUNT,BlueRock Ltd ON ACCOUNT,unexpected_receipt,False,
BTX-0001520,2025-04-14,2025-04-14,3808.81,GBP,credit,BrightPath Holdings,101857,BrightPath Holdings 101857,truncated_reference,False,
BTX-0000501,2025-04-14,2025-04-14,4863.86,GBP,credit,NORTHSTAR DISTRIBUTION,INV-100622,NORTHSTAR DISTRIBUTION INV-100622,clean_reference,False,
BTX-0000471,2025-04-14,2025-04-14,3945.61,GBP,credit,Harbour Solutions,C0023-INV-100577,Harbour Solutions C0023-INV-100577,clean_reference,False,
BTX-0001562,2025-04-15,2025-04-15,2925.77,GBP,credit,Vertex Distribution,101908,Vertex Distribution 101908,truncated_reference,False,
BTX-0001397,2025-04-15,2025-04-15,999.0,GBP,credit,Maple Services,C0059 101704,Maple Services C0059 101704,clean_reference,False,
BTX-0000710,2025-04-15,2025-04-15,4897.9,GBP,credit,Vertex Solutions,C0074 100874,Vertex Solutions C0074 100874,truncated_reference,False,
BTX-0000581,2025-04-15,2025-04-15,3064.52,GBP,credit,BRIGHTPATH LIMITED,INV-100721,BRIGHTPATH LIMITED INV-100721,clean_reference,False,
BTX-0000132,2025-04-15,2025-04-15,3449.76,GBP,credit,Summit Holdings,100158,Summit Holdings 100158,truncated_reference,False,
BTX-0001091,2025-04-15,2025-04-15,2633.69,GBP,credit,Acme Holdings,INV-101350,Acme Holdings INV-101350,clean_reference,False,
BTX-0001248,2025-04-15,2025-04-15,999.0,GBP,credit,IronBridge Holdings,PAY INV-101525,IronBridge Holdings PAY INV-101525,clean_reference,False,
BTX-0000465,2025-04-15,2025-04-15,496.77,GBP,credit,BrightPath Solutions,C0064-INV-100570,BrightPath Solutions C0064-INV-100570,clean_reference,False,
