payment_record_id,invoice_id,customer_id,customer_code,customer_name,invoice_number,expected_amount,currency,invoice_date,due_date,expected_payment_date,expected_reference,reference_quality_hint,scenario_type
PAYREC-001592,INVREC-001592,CUST-00015,C0015,Acme Holdings,INV-101592,199.0,GBP,2025-02-13,2025-03-30,2025-03-29,PAY INV-101592,medium,matched
PAYREC-001593,INVREC-001593,CUST-00048,C0048,BlueRock Ltd,INV-101593,4886.65,GBP,2025-02-17,2025-03-19,2025-03-19,INV-101593,high,unmatched_expected
PAYREC-001594,INVREC-001594,CUST-00056,C0056,Northstar Limited,INV-101594,697.43,GBP,2025-01-09,2025-01-23,2025-01-26,C0056 101594,high,matched
PAYREC-001595,INVREC-001595,CUST-00025,C0025,Northstar Services,INV-101595,1623.86,GBP,2025-01-25,2025-02-24,2025-02-26,C0025 101595,medium,matched
PAYREC-001596,INVREC-001596,CUST-00055,C0055,Vertex Services,INV-101596,999.0,GBP,2025-03-23,2025-04-06,2025-04-09,C0055-INV-101596,medium,matched
PAYREC-001597,INVREC-001597,CUST-00025,C0025,Northstar Services,INV-101597,199.0,GBP,2025-03-10,2025-03-24,2025-03-26,C0025-INV-101597,medium,matched
PAYREC-001598,INVREC-001598,CUST-00007,C0007,Vertex Limited,INV-101598,4264.94,GBP,2025-03-22,2025-04-21,2025-04-30,C0007 101598,high,matched
PAYREC-001599,INVREC-001599,CUST-00075,C0075,Maple Solutions,INV-101599,500.0,GBP,2025-03-04,2025-03-18,2025-03-21,C0075 101599,low,unmatched_expected
PAYREC-001600,INVREC-001600,CUST-00009,C0009,Redwood Limited,INV-101600,3243.1,GBP,2025-01-22,2025-02-21,2025-02-22,PAY INV-101600,medium,matched
PAYREC-001601,INVREC-001601,CUST-00066,C0066,Acme Group,INV-101601,1643.02,GBP,2025-02-17,2025-03-19,2025-03-24,C0066 101601,high,unmatched_expected
PAYREC-001602,INVREC-001602,CUST-00048,C0048,BlueRock Ltd,INV-101602,2499.22,GBP,2025-03-09,2025-04-08,2025-04-09,PAY INV-101602,high,unmatched_expected
PAYREC-001603,INVREC-001603,CUST-00035,C0035,IronBridge Ltd,INV-101603,2940.71,GBP,2025-03-16,2025-04-15,2025-04-19,PAY INV-101603,low,matched
PAYREC-001604,INVREC-001604,CUST-00005,C0005,Silverline Retail,INV-101604,199.0,GBP,2025-01-27,2025-02-10,2025-02-09,PAY INV-101604,medium,matched
PAYREC-001605,INVREC-001605,CUST-00051,C0051,ClearWater Distribution,INV-101605,2878.28,GBP,2025-01-28,2025-02-27,2025-02-26,C0051-INV-101605,high,unmatched_expected
PAYREC-001606,INVREC-001606,CUST-00048,C0048,BlueRock Ltd,INV-101606,125.0,GBP,2025-02-02,2025-03-04,2025-03-05,C0048-INV-101606,high,matched
PAYREC-001607,INVREC-001607,CUST-00038,C0038,Redwood Holdings,INV-101607,99.0,GBP,2025-02-26,2025-03-28,2025-03-31,C0038-INV-101607,medium,matched
PAYREC-001608,INVREC-001608,CUST-00060,C0060,BrightPath Ltd,INV-101608,2364.38,GBP,2025-03-07,2025-04-06,2025-04-05,C0060 101608,low,matched
PAYREC-001609,INVREC-001609,CUST-00053,C0053,Acme Retail,INV-101609,399.0,GBP,2025-02-17,2025-03-19,2025-03-18,PAY INV-101609,medium,matched
PAYREC-001610,INVREC-001610,CUST-00004,C0004,Acme Distribution,INV-101610,125.0,GBP,2025-01-23,2025-02-22,2025-02-21,C0004-INV-101610,medium,matched
PAYREC-001611,INVREC-001611,CUST-00046,C0046,Silverline Ltd,INV-101611,2755.93,GBP,2025-01-11,2025-01-25,2025-01-26,C0046-INV-101611,medium,matched
PAYREC-001612,INVREC-001612,CUST-00011,C0011,Harbour Limited,INV-101612,125.0,GBP,2025-02-05,2025-03-22,2025-03-24,PAY INV-101612,low,matched
PAYREC-001613,INVREC-001613,CUST-00047,C0047,Acme Ltd,INV-101613,1200.0,GBP,2025-01-05,2025-02-04,2025-02-14,INV-101613,medium,matched
PAYREC-001614,INVREC-001614,CUST-00043,C0043,Summit Retail,INV-101614,3433.52,GBP,2025-02-02,2025-03-04,2025-03-02,C0043 101614,high,matched
PAYREC-001615,INVREC-001615,CUST-00036,C0036,Northstar Distribution,INV-101615,4992.11,GBP,2025-01-25,2025-02-24,2025-02-26,C0036 101615,medium,matched
PAYREC-001616,INVREC-001616,CUST-00070,C0070,ClearWater Solutions,INV-101616,299.0,GBP,2025-02-03,2025-02-10,2025-02-09,C0070-INV-101616,medium,matched
PAYREC-001617,INVREC-001617,CUST-00052,C0052,BlueRock Services,INV-101617,108.86,GBP,2025-02-21,2025-03-23,2025-03-24,C0052 101617,low,matched
PAYREC-001618,INVREC-001618,CUST-00066,C0066,Acme Group,INV-101618,1500.0,GBP,2025-01-20,2025-02-19,2025-02-28,INV-101618,high,matched
PAYREC-001619,INVREC-001619,CUST-00027,C0027,Acme Partners,INV-101619,2785.45,GBP,2025-03-02,2025-03-16,2025-03-22,C0027 101619,high,matched
PAYREC-001620,INVREC-001620,CUST-00060,C0060,BrightPath Ltd,INV-101620,199.0,GBP,2025-03-01,2025-03-31,2025-03-31,INV-101620,low,matched
PAYREC-001621,INVREC-001621,CUST-00055,C0055,Vertex Services,INV-101621,4272.07,GBP,2025-03-31,2025-04-30,2025-05-01,INV-101621,medium,matched
PAYREC-001622,INVREC-001622,CUST-00004,C0004,Acme Distribution,INV-101622,1562.58,GBP,2025-02-17,2025-03-03,2025-03-04,PAY INV-101622,medium,matched
PAYREC-001623,INVREC-001623,CUST-00002,C0002,IronBridge Limited,INV-101623,1732.12,GBP,2025-03-05,2025-04-04,2025-04-04,INV-101623,low,matched
PAYREC-001624,INVREC-001624,CUST-00054,C0054,BrightPath Holdings,INV-101624,3904.28,GBP,2025-02-24,2025-03-26,2025-03-29,C0054 101624,high,matched
PAYREC-001625,INVREC-001625,CUST-00069,C0069,Vertex Distribution,INV-101625,2500.0,GBP,2025-02-08,2025-03-10,2025-03-12,C0069-INV-101625,low,matched
PAYREC-001626,INVREC-001626,CUST-00005,C0005,Silverline Retail,INV-101626,1684.74,GBP,2025-01-18,2025-02-01,2025-01-30,C0005-INV-101626,medium,matched
PAYREC-001627,INVREC-001627,CUST-00074,C0074,Vertex Solutions,INV-101627,399.0,GBP,2025-02-20,2025-04-06,2025-04-08,PAY INV-101627,medium,unmatched_expected
PAYREC-001628,INVREC-001628,CUST-00009,C0009,Redwood Limited,INV-101628,1677.76,GBP,2025-03-10,2025-04-09,2025-04-12,PAY INV-101628,medium,matched
PAYREC-001629,INVREC-001629,CUST-00058,C0058,Summit Services,INV-101629,125.0,GBP,2025-03-23,2025-04-22,2025-04-19,C0058-INV-101629,medium,matched
PAYREC-001630,INVREC-001630,CUST-00071,C0071,Redwood Partners,INV-101630,2468.64,GBP,2025-01-23,2025-01-30,2025-02-02,C0071 101630,high,matched
PAYREC-001631,INVREC-001631,CUST-00024,C0024,IronBridge Services,INV-101631,1454.9,GBP,2025-01-26,2025-02-02,2025-02-02,PAY INV-101631,medium,matched
PAYREC-001632,INVREC-001632,CUST-00030,C0030,BlueRock Group,INV-101632,99.0,GBP,2025-02-07,2025-03-09,2025-03-08,INV-101632,low,matched
PAYREC-001633,INVREC-001633,CUST-00048,C0048,BlueRock Ltd,INV-101633,399.0,GBP,2025-03-08,2025-03-15,2025-03-16,INV-101633,high,matched
PAYREC-001634,INVREC-001634,CUST-00051,C0051,ClearWater Distribution,INV-101634,399.0,GBP,2025-01-21,2025-03-07,2025-03-06,INV-101634,high,matched
PAYREC-001635,INVREC-001635,CUST-00062,C0062,Redwood Group,INV-101635,1072.07,GBP,2025-01-09,2025-02-08,2025-02-17,C0062 101635,high,matched
PAYREC-001636,INVREC-001636,CUST-00027,C0027,Acme Partners,INV-101636,2400.16,GBP,2025-02-09,2025-03-11,2025-03-14,C0027-INV-101636,high,matched
PAYREC-001637,INVREC-001637,CUST-00074,C0074,Vertex Solutions,INV-101637,3439.94,GBP,2025-02-09,2025-03-11,2025-03-11,C0074-INV-101637,medium,matched
PAYREC-001638,INVREC-001638,CUST-00036,C0036,Northstar Distribution,INV-101638,125.0,GBP,2025-01-26,2025-02-02,2025-02-02,INV-101638,medium,unmatched_expected
PAYREC-001639,INVREC-001639,CUST-00052,C0052,BlueRock Services,INV-101639,4556.0,GBP,2025-03-19,2025-04-18,2025-04-26,INV-101639,low,matched
PAYREC-001640,INVREC-001640,CUST-00063,C0063,Acme Trading,INV-101640,125.0,GBP,2025-02-28,2025-03-30,2025-03-27,INV-101640,high,matched
PAYREC-001641,INVREC-001641,CUST-00037,C0037,BlueRock Partners,INV-101641,3516.57,GBP,2025-03-24,2025-04-23,2025-04-22,C0037 101641,high,matched
PAYREC-001642,INVREC-001642,CUST-00039,C0039,Acme Solutions,INV-101642,916.88,GBP,2025-02-20,2025-03-22,2025-03-21,C0039 101642,medium,matched
PAYREC-001643,INVREC-001643,CUST-00032,C0032,IronBridge Holdings,INV-101643,2316.25,GBP,2025-01-23,2025-02-22,2025-02-24,C0032 101643,high,unmatched_expected
PAYREC-001644,INVREC-001644,CUST-00024,C0024,IronBridge Services,INV-101644,4731.15,GBP,2025-03-31,2025-04-30,2025-05-02,C0024-INV-101644,medium,unmatched_expected
PAYREC-001645,INVREC-001645,CUST-00031,C0031,BrightPath Partners,INV-101645,1494.85,GBP,2025-01-21,2025-02-04,2025-02-05,C0031-INV-101645,high,matched
PAYREC-001646,INVREC-001646,CUST-00009,C0009,Redwood Limited,INV-101646,4548.25,GBP,2025-03-31,2025-04-30,2025-04-29,PAY INV-101646,medium,unmatched_expected
PAYREC-001647,INVREC-001647,CUST-00053,C0053,Acme Retail,INV-101647,3789.21,GBP,2025-03-12,2025-03-26,2025-03-23,C0053-INV-101647,medium,matched
PAYREC-001648,INVREC-001648,CUST-00065,C0065,Silverline Group,INV-101648,199.0,GBP,2025-02-11,2025-03-13,2025-03-20,PAY INV-101648,medium,matched
PAYREC-001649,INVREC-001649,CUST-00065,C0065,Silverline Group,INV-101649,1500.0,GBP,2025-01-06,2025-02-05,2025-02-13,INV-101649,medium,unmatched_expected
PAYREC-001650,INVREC-001650,CUST-00060,C0060,BrightPath Ltd,INV-101650,1012.3,GBP,2025-02-18,2025-03-20,2025-03-20,PAY INV-101650,low,matched
PAYREC-001651,INVREC-001651,CUST-00005,C0005,Silverline Retail,INV-101651,725.58,GBP,2025-01-02,2025-01-16,2025-01-14,C0005-INV-101651,medium,unmatched_expected
PAYREC-001652,INVREC-001652,CUST-00060,C0060,BrightPath Ltd,INV-101652,1200.0,GBP,2025-03-04,2025-04-03,2025-04-03,PAY INV-101652,low,matched
PAYREC-001653,INVREC-001653,CUST-00032,C0032,IronBridge Holdings,INV-101653,4215.73,GBP,2025-02-26,2025-03-12,2025-03-11,PAY INV-101653,high,unmatched_expected
PAYREC-001654,INVREC-001654,CUST-00022,C0022,Maple Distribution,INV-101654,125.0,GBP,2025-01-03,2025-02-02,2025-02-04,INV-101654,medium,matched
PAYREC-001655,INVREC-001655,CUST-00069,C0069,Vertex Distribution,INV-101655,105.49,GBP,2025-02-20,2025-03-06,2025-03-09,PAY INV-101655,low,matched
PAYREC-001656,INVREC-001656,CUST-00035,C0035,IronBridge Ltd,INV-101656,1500.0,GBP,2025-01-20,2025-02-19,2025-02-20,INV-101656,low,matched
PAYREC-001657,INVREC-001657,CUST-00005,C0005,Silverline Retail,INV-101657,286.39,GBP,2025-03-28,2025-04-27,2025-04-26,INV-101657,medium,matched
PAYREC-001658,INVREC-001658,CUST-00067,C0067,Harbour Group,INV-101658,558.83,GBP,2025-03-24,2025-04-23,2025-04-29,INV-101658,high,matched
PAYREC-001659,INVREC-001659,CUST-00040,C0040,Silverline Holdings,INV-101659,2500.0,GBP,2025-02-26,2025-03-05,2025-03-05,INV-101659,high,matched
PAYREC-001660,INVREC-001660,CUST-00049,C0049,Maple Holdings,INV-101660,1230.77,GBP,2025-01-26,2025-03-12,2025-03-15,INV-101660,low,matched
PAYREC-001661,INVREC-001661,CUST-00012,C0012,Summit Trading,INV-101661,1718.73,GBP,2025-01-03,2025-02-02,2025-02-01,PAY INV-101661,high,matched
PAYREC-001662,INVREC-001662,CUST-00025,C0025,Northstar Services,INV-101662,125.0,GBP,2025-03-29,2025-04-28,2025-04-30,PAY INV-101662,medium,unmatched_expected
PAYREC-001663,INVREC-001663,CUST-00022,C0022,Maple Distribution,INV-101663,4087.34,GBP,2025-01-22,2025-01-29,2025-01-28,PAY INV-101663,medium,matched
PAYREC-001664,INVREC-001664,CUST-00042,C0042,BrightPath Limited,INV-101664,4674.92,GBP,2025-03-13,2025-04-12,2025-04-14,C0042-INV-101664,low,matched
PAYREC-001665,INVREC-001665,CUST-00051,C0051,ClearWater Distribution,INV-101665,299.0,GBP,2025-02-24,2025-03-10,2025-03-10,C0051 101665,high,matched
PAYREC-001666,INVREC-001666,CUST-00042,C0042,BrightPath Limited,INV-101666,109.31,GBP,2025-01-23,2025-01-30,2025-02-02,C0042-INV-101666,low,matched
PAYREC-001667,INVREC-001667,CUST-00028,C0028,Harbour Holdings,INV-101667,1428.37,GBP,2025-02-28,2025-03-14,2025-03-20,INV-101667,low,unmatched_expected
PAYREC-001668,INVREC-001668,CUST-00048,C0048,BlueRock Ltd,INV-101668,250.0,GBP,2025-01-06,2025-01-13,2025-01-13,PAY INV-101668,high,matched
PAYREC-001669,INVREC-001669,CUST-00064,C0064,BrightPath Solutions,INV-101669,4615.01,GBP,2025-01-14,2025-02-13,2025-02-23,C0064-INV-101669,medium,matched
PAYREC-001670,INVREC-001670,CUST-00073,C0073,Maple Trading,INV-101670,299.0,GBP,2025-01-22,2025-02-05,2025-02-03,C0073-INV-101670,medium,matched
PAYREC-001671,INVREC-001671,CUST-00050,C0050,ClearWater Partners,INV-101671,708.01,GBP,2025-03-28,2025-05-12,2025-05-15,C0050-INV-101671,high,unmatched_expected
PAYREC-001672,INVREC-001672,CUST-00023,C0023,Harbour Solutions,INV-101672,4891.21,GBP,2025-03-23,2025-04-22,2025-04-24,INV-101672,high,matched
PAYREC-001673,INVREC-001673,CUST-00062,C0062,Redwood Group,INV-101673,2945.93,GBP,2025-01-09,2025-02-08,2025-02-18,INV-101673,high,matched
PAYREC-001674,INVREC-001674,CUST-00049,C0049,Maple Holdings,INV-101674,999.0,GBP,2025-03-07,2025-04-06,2025-04-09,INV-101674,low,matched
PAYREC-001675,INVREC-001675,CUST-00002,C0002,IronBridge Limited,INV-101675,664.08,GBP,2025-01-30,2025-02-06,2025-02-03,PAY INV-101675,low,unmatched_expected
PAYREC-001676,INVREC-001676,CUST-00031,C0031,BrightPath Partners,INV-101676,346.62,GBP,2025-02-24,2025-03-26,2025-03-25,PAY INV-101676,high,matched
PAYREC-001677,INVREC-001677,CUST-00048,C0048,BlueRock Ltd,INV-101677,199.0,GBP,2025-03-05,2025-03-19,2025-03-19,C0048-INV-101677,high,matched
PAYREC-001678,INVREC-001678,CUST-00005,C0005,Silverline Retail,INV-101678,4732.09,GBP,2025-01-31,2025-03-17,2025-03-12,C0005 101678,medium,matched
PAYREC-001679,INVREC-001679,CUST-00043,C0043,Summit Retail,INV-101679,3814.44,GBP,2025-01-18,2025-02-01,2025-01-28,C0043-INV-101679,high,matched
PAYREC-001680,INVREC-001680,CUST-00067,C0067,Harbour Group,INV-101680,99.0,GBP,2025-02-23,2025-03-25,2025-04-04,PAY INV-101680,high,matched
PAYREC-001681,INVREC-001681,CUST-00030,C0030,BlueRock Group,INV-101681,99.0,GBP,2025-02-12,2025-03-14,2025-03-16,C0030 101681,low,matched
PAYREC-001682,INVREC-001682,CUST-00032,C0032,IronBridge Holdings,INV-101682,399.0,GBP,2025-03-29,2025-04-28,2025-04-30,INV-101682,high,matched
PAYREC-001683,INVREC-001683,CUST-00067,C0067,Harbour Group,INV-101683,369.85,GBP,2025-02-11,2025-02-25,2025-03-06,INV-101683,high,matched
PAYREC-001684,INVREC-001684,CUST-00063,C0063,Acme Trading,INV-101684,149.0,GBP,2025-01-09,2025-02-23,2025-02-20,C0063-INV-101684,high,matched
PAYREC-001685,INVREC-001685,CUST-00027,C0027,Acme Partners,INV-101685,4164.54,GBP,2025-01-17,2025-01-24,2025-01-30,C0027-INV-101685,high,matched
PAYREC-001686,INVREC-001686,CUST-00027,C0027,Acme Partners,INV-101686,2362.02,GBP,2025-01-31,2025-03-02,2025-03-06,C0027 101686,high,matched
PAYREC-001687,INVREC-001687,CUST-00022,C0022,Maple Distribution,INV-101687,199.0,GBP,2025-01-26,2025-02-09,2025-02-09,C0022 101687,medium,matched
PAYREC-001688,INVREC-001688,CUST-00039,C0039,Acme Solutions,INV-101688,1046.93,GBP,2025-02-06,2025-03-08,2025-03-03,PAY INV-101688,medium,matched
PAYREC-001689,INVREC-001689,CUST-00062,C0062,Redwood Group,INV-101689,1919.7,GBP,2025-01-11,2025-02-25,2025-02-26,C0062 101689,high,unmatched_expected
PAYREC-001690,INVREC-001690,CUST-00061,C0061,BlueRock Distribution,INV-101690,2195.48,GBP,2025-02-26,2025-03-28,2025-03-31,INV-101690,high,matched
PAYREC-001691,INVREC-001691,CUST-00020,C0020,Acme Limited,INV-101691,4277.51,GBP,2025-03-03,2025-03-10,2025-03-13,INV-101691,high,matched
PAYREC-001692,INVREC-001692,CUST-00039,C0039,Acme Solutions,INV-101692,919.71,GBP,2025-03-18,2025-04-17,2025-04-17,PAY INV-101692,medium,matched
PAYREC-001693,INVREC-001693,CUST-00049,C0049,Maple Holdings,INV-101693,750.0,GBP,2025-03-01,2025-03-31,2025-04-03,C0049 101693,low,matched
PAYREC-001694,INVREC-001694,CUST-00062,C0062,Redwood Group,INV-101694,1018.79,GBP,2025-01-10,2025-02-09,2025-02-18,C0062-INV-101694,high,unmatched_expected
PAYREC-001695,INVREC-001695,CUST-00025,C0025,Northstar Services,INV-101695,3640.46,GBP,2025-01-01,2025-01-08,2025-01-09,PAY INV-101695,medium,matched
PAYREC-001696,INVREC-001696,CUST-00063,C0063,Acme Trading,INV-101696,4853.94,GBP,2025-02-21,2025-04-07,2025-04-03,C0063 101696,high,matched
PAYREC-001697,INVREC-001697,CUST-00048,C0048,BlueRock Ltd,INV-101697,2962.13,GBP,2025-02-19,2025-03-21,2025-03-21,PAY INV-101697,high,matched
PAYREC-001698,INVREC-001698,CUST-00053,C0053,Acme Retail,INV-101698,999.0,GBP,2025-01-05,2025-02-19,2025-02-19,C0053 101698,medium,matched
PAYREC-001699,INVREC-001699,CUST-00021,C0021,ClearWater Limited,INV-101699,3867.79,GBP,2025-01-25,2025-02-24,2025-02-26,C0021 101699,medium,matched
PAYREC-001700,INVREC-001700,CUST-00045,C0045,IronBridge Distribution,INV-101700,1872.49,GBP,2025-03-07,2025-04-06,2025-04-08,INV-101700,medium,matched
PAYREC-001701,INVREC-001701,CUST-00008,C0008,ClearWater Services,INV-101701,1271.62,GBP,2025-03-25,2025-04-24,2025-04-26,INV-101701,medium,matched
PAYREC-001702,INVREC-001702,CUST-00062,C0062,Redwood Group,INV-101702,3547.47,GBP,2025-01-05,2025-02-19,2025-02-27,INV-101702,high,matched
PAYREC-001703,INVREC-001703,CUST-00004,C0004,Acme Distribution,INV-101703,999.0,GBP,2025-03-31,2025-04-30,2025-05-01,C0004 101703,medium,matched
PAYREC-001704,INVREC-001704,CUST-00059,C0059,Maple Services,INV-101704,999.0,GBP,2025-03-29,2025-04-12,2025-04-15,C0059 101704,high,matched
PAYREC-001705,INVREC-001705,CUST-00021,C0021,ClearWater Limited,INV-101705,1500.0,GBP,2025-01-02,2025-01-16,2025-01-17,C0021 101705,medium,unmatched_expected
PAYREC-001706,INVREC-001706,CUST-00050,C0050,ClearWater Partners,INV-101706,447.72,GBP,2025-02-20,2025-03-22,2025-03-23,INV-101706,high,matched
PAYREC-001707,INVREC-001707,CUST-00025,C0025,Northstar Services,INV-101707,3474.59,GBP,2025-02-24,2025-03-10,2025-03-13,INV-101707,medium,matched
PAYREC-001708,INVREC-001708,CUST-00065,C0065,Silverline Group,INV-101708,1574.5,GBP,2025-03-10,2025-04-09,2025-04-13,INV-101708,medium,matched
PAYREC-001709,INVREC-001709,CUST-00053,C0053,Acme Retail,INV-101709,3997.79,GBP,2025-01-12,2025-01-26,2025-01-23,C0053-INV-101709,medium,matched
PAYREC-001710,INVREC-001710,CUST-00019,C0019,Vertex Holdings,INV-101710,2019.95,GBP,2025-02-04,2025-03-06,2025-03-07,INV-101710,high,matched
PAYREC-001711,INVREC-001711,CUST-00040,C0040,Silverline Holdings,INV-101711,57.81,GBP,2025-01-01,2025-02-15,2025-02-18,INV-101711,high,matched
PAYREC-001712,INVREC-001712,CUST-00009,C0009,Redwood Limited,INV-101712,1477.28,GBP,2025-03-31,2025-04-30,2025-04-29,PAY INV-101712,medium,matched
PAYREC-001713,INVREC-001713,CUST-00056,C0056,Northstar Limited,INV-101713,149.0,GBP,2025-01-22,2025-02-05,2025-02-07,C0056-INV-101713,high,matched
PAYREC-001714,INVREC-001714,CUST-00026,C0026,Vertex Group,INV-101714,2280.77,GBP,2025-03-04,2025-03-18,2025-03-19,INV-101714,medium,unmatched_expected
PAYREC-001715,INVREC-001715,CUST-00028,C0028,Harbour Holdings,INV-101715,4055.43,GBP,2025-01-24,2025-02-07,2025-02-14,C0028-INV-101715,low,matched
PAYREC-001716,INVREC-001716,CUST-00025,C0025,Northstar Services,INV-101716,2231.62,GBP,2025-02-03,2025-03-20,2025-03-23,PAY INV-101716,medium,matched
PAYREC-001717,INVREC-001717,CUST-00014,C0014,Harbour Distribution,INV-101717,399.0,GBP,2025-03-23,2025-04-06,2025-04-05,C0014-INV-101717,high,matched
PAYREC-001718,INVREC-001718,CUST-00016,C0016,Northstar Holdings,INV-101718,199.0,GBP,2025-02-05,2025-02-12,2025-02-11,C0016 101718,medium,matched
PAYREC-001719,INVREC-001719,CUST-00062,C0062,Redwood Group,INV-101719,99.0,GBP,2025-03-04,2025-04-03,2025-04-06,C0062-INV-101719,high,matched
PAYREC-001720,INVREC-001720,CUST-00035,C0035,IronBridge Ltd,INV-101720,257.2,GBP,2025-01-01,2025-01-31,2025-02-06,INV-101720,low,unmatched_expected
PAYREC-001721,INVREC-001721,CUST-00028,C0028,Harbour Holdings,INV-101721,2624.37,GBP,2025-03-08,2025-04-07,2025-04-11,C0028 101721,low,unmatched_expected
PAYREC-001722,INVREC-001722,CUST-00035,C0035,IronBridge Ltd,INV-101722,399.0,GBP,2025-03-04,2025-04-03,2025-04-07,INV-101722,low,matched
PAYREC-001723,INVREC-001723,CUST-00044,C0044,Redwood Services,INV-101723,299.0,GBP,2025-02-17,2025-03-19,2025-03-18,C0044 101723,medium,unmatched_expected
PAYREC-001724,INVREC-001724,CUST-00031,C0031,BrightPath Partners,INV-101724,333.35,GBP,2025-02-16,2025-03-18,2025-03-18,INV-101724,high,matched
PAYREC-001725,INVREC-001725,CUST-00046,C0046,Silverline Ltd,INV-101725,1500.0,GBP,2025-02-12,2025-03-14,2025-03-15,INV-101725,medium,matched
PAYREC-001726,INVREC-001726,CUST-00052,C0052,BlueRock Services,INV-101726,750.0,GBP,2025-01-18,2025-01-25,2025-01-29,PAY INV-101726,low,matched
PAYREC-001727,INVREC-001727,CUST-00036,C0036,Northstar Distribution,INV-101727,500.0,GBP,2025-03-31,2025-04-30,2025-04-30,C0036 101727,medium,matched
PAYREC-001728,INVREC-001728,CUST-00061,C0061,BlueRock Distribution,INV-101728,1200.0,GBP,2025-03-07,2025-04-06,2025-04-06,PAY INV-101728,high,matched
PAYREC-001729,INVREC-001729,CUST-00042,C0042,BrightPath Limited,INV-101729,4849.51,GBP,2025-01-03,2025-02-02,2025-02-09,INV-101729,low,unmatched_expected
PAYREC-001730,INVREC-001730,CUST-00042,C0042,BrightPath Limited,INV-101730,2030.82,GBP,2025-03-28,2025-04-27,2025-04-30,C0042-INV-101730,low,unmatched_expected
PAYREC-001731,INVREC-001731,CUST-00011,C0011,Harbour Limited,INV-101731,4657.68,GBP,2025-02-14,2025-03-16,2025-03-19,C0011-INV-101731,low,matched
PAYREC-001732,INVREC-001732,CUST-00013,C0013,ClearWater Group,INV-101732,149.0,GBP,2025-02-19,2025-03-05,2025-03-08,PAY INV-101732,high,matched
PAYREC-001733,INVREC-001733,CUST-00067,C0067,Harbour Group,INV-101733,207.14,GBP,2025-03-15,2025-04-14,2025-04-21,PAY INV-101733,high,unmatched_expected
PAYREC-001734,INVREC-001734,CUST-00064,C0064,BrightPath Solutions,INV-101734,2766.3,GBP,2025-01-12,2025-02-11,2025-02-15,PAY INV-101734,medium,unmatched_expected
PAYREC-001735,INVREC-001735,CUST-00060,C0060,BrightPath Ltd,INV-101735,2436.73,GBP,2025-01-22,2025-02-21,2025-02-23,INV-101735,low,matched
PAYREC-001736,INVREC-001736,CUST-00070,C0070,ClearWater Solutions,INV-101736,1200.0,GBP,2025-01-31,2025-02-14,2025-02-16,C0070 101736,medium,unmatched_expected
PAYREC-001737,INVREC-001737,CUST-00012,C0012,Summit Trading,INV-101737,843.16,GBP,2025-01-14,2025-02-13,2025-02-15,PAY INV-101737,high,matched
PAYREC-001738,INVREC-001738,CUST-00042,C0042,BrightPath Limited,INV-101738,250.0,GBP,2025-02-19,2025-03-21,2025-03-25,C0042 101738,low,matched
PAYREC-001739,INVREC-001739,CUST-00061,C0061,BlueRock Distribution,INV-101739,750.0,GBP,2025-03-27,2025-04-10,2025-04-11,INV-101739,high,matched
PAYREC-001740,INVREC-001740,CUST-00063,C0063,Acme Trading,INV-101740,199.0,GBP,2025-01-12,2025-02-11,2025-02-11,C0063 101740,high,matched
PAYREC-001741,INVREC-001741,CUST-00074,C0074,Vertex Solutions,INV-101741,1500.0,GBP,2025-03-18,2025-03-25,2025-03-24,C0074 101741,medium,matched
PAYREC-001742,INVREC-001742,CUST-00049,C0049,Maple Holdings,INV-101742,4287.9,GBP,2025-03-25,2025-04-24,2025-04-24,C0049-INV-101742,low,unmatched_expected
PAYREC-001743,INVREC-001743,CUST-00030,C0030,BlueRock Group,INV-101743,125.0,GBP,2025-01-29,2025-02-12,2025-02-11,INV-101743,low,matched
PAYREC-001744,INVREC-001744,CUST-00012,C0012,Summit Trading,INV-101744,3735.86,GBP,2025-02-13,2025-03-15,2025-03-14,C0012-INV-101744,high,matched
PAYREC-001745,INVREC-001745,CUST-00015,C0015,Acme Holdings,INV-101745,4772.64,GBP,2025-03-15,2025-04-14,2025-04-16,INV-101745,medium,matched
PAYREC-001746,INVREC-001746,CUST-00074,C0074,Vertex Solutions,INV-101746,989.8,GBP,2025-01-01,2025-01-31,2025-01-31,PAY INV-101746,medium,matched
PAYREC-001747,INVREC-001747,CUST-00050,C0050,ClearWater Partners,INV-101747,3412.55,GBP,2025-02-24,2025-03-26,2025-03-26,PAY INV-101747,high,matched
PAYREC-001748,INVREC-001748,CUST-00017,C0017,Redwood Retail,INV-101748,577.6,GBP,2025-03-08,2025-04-07,2025-04-09,PAY INV-101748,high,matched
PAYREC-001749,INVREC-001749,CUST-00002,C0002,IronBridge Limited,INV-101749,250.0,GBP,2025-03-10,2025-04-09,2025-04-08,PAY INV-101749,low,matched
PAYREC-001750,INVREC-001750,CUST-00029,C0029,Northstar Retail,INV-101750,250.0,GBP,2025-03-05,2025-04-04,2025-04-05,PAY INV-101750,low,matched
PAYREC-001751,INVREC-001751,CUST-00019,C0019,Vertex Holdings,INV-101751,220.0,GBP,2025-03-27,2025-04-26,2025-04-25,INV-101751,high,matched
PAYREC-001752,INVREC-001752,CUST-00041,C0041,Summit Holdings,INV-101752,1403.59,GBP,2025-02-09,2025-03-11,2025-03-18,C0041-INV-101752,high,matched
